"","Gene11","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene33","Gene34","Gene35","Gene42","Gene43","Gene82","Gene85","Gene87","Gene88","Gene89","Gene90","Gene92","Gene94","Gene95","Gene96","Gene97","Gene98","Gene117","Gene121","Gene122","Gene125","Gene139","Gene140","Gene143","Gene147","Gene152","Gene155","Gene161","Gene165","Gene192","Gene194","Gene233","Gene272","Gene351","Gene414","Gene425","Gene586","Gene602","Gene614","Gene629","Gene659","Gene697","Gene791","Gene819","Gene826","Gene829","Gene966","Gene1000","Gene1026","Gene1076","Gene1107","Gene1111","Gene1139","Gene1171","Gene1206","Gene1374","Gene1429","Gene1431","Gene1439","Gene1492","Gene1509","Gene1607","Gene1628","Gene1657","Gene1695","Gene1714","Gene1753","Gene1755","Gene1829","Gene1873","Gene1902","Gene1939","Gene1941"
"Cell566",0,38,0,8,5,40,4,0,3,28,68,45,0,4,23,4,42,1,6,13,0,11,5,1,0,20,58,106,0,17,0,5,0,7,0,6,4,0,1,53,57,5,0,24,3,43,154,1,16,53,14,3,5,313,19,109,0,59,0,4,15,83,4,2,5,27,0,7,5,3,6,73,66,1,40,50,25,34,0,7,2,1,18,18
"Cell567",0,73,3,12,4,33,2,0,5,25,60,57,0,4,24,8,47,9,4,32,22,36,0,1,3,21,36,76,0,8,2,8,1,5,0,4,13,3,0,62,76,5,0,37,5,26,208,3,1,97,9,12,6,365,26,139,0,97,0,8,34,95,3,0,12,42,0,3,5,5,9,69,55,0,36,35,37,62,3,18,11,6,18,16
"Cell568",0,41,3,19,3,35,6,0,3,22,62,68,0,18,21,15,44,3,3,33,15,16,2,7,3,15,31,80,0,9,3,7,0,4,0,4,6,1,0,72,56,14,0,28,1,53,220,2,8,52,18,5,10,359,25,143,1,62,0,16,26,79,1,2,9,20,0,6,2,2,7,50,80,0,30,89,10,40,0,5,7,1,25,29
"Cell569",0,75,1,16,0,18,5,0,2,11,36,48,0,9,27,14,35,6,0,35,10,15,7,5,1,12,17,41,0,8,0,12,1,9,0,4,3,4,0,49,62,7,0,34,2,38,126,3,16,83,16,4,10,225,33,106,0,52,0,5,29,78,0,0,3,10,0,9,4,2,9,64,53,0,27,91,18,24,2,11,2,1,16,22
"Cell570",0,53,1,19,7,54,2,0,5,20,48,49,0,6,31,7,30,2,3,10,19,8,7,1,0,31,22,64,0,8,2,3,0,7,0,6,4,2,0,44,43,2,0,34,5,31,147,2,5,104,14,1,3,285,20,161,0,60,0,6,28,54,6,4,8,13,0,21,1,3,10,48,87,0,21,46,38,43,0,7,7,0,9,16
"Cell571",0,73,0,29,8,33,1,0,3,49,58,69,1,9,28,6,89,0,12,25,3,21,13,1,3,36,44,97,0,17,0,10,3,10,0,15,1,2,0,48,52,0,0,39,5,52,225,2,8,103,7,1,6,364,34,156,0,95,0,25,45,119,2,4,4,44,0,6,10,8,11,110,53,0,47,50,31,44,2,8,4,1,31,36
"Cell572",0,39,0,11,5,12,1,0,7,6,32,37,0,1,28,11,43,1,2,17,3,8,1,1,1,15,28,100,0,6,1,7,0,5,0,9,7,0,0,29,74,4,0,36,1,16,102,2,1,60,4,2,2,198,28,128,0,41,0,7,44,51,0,9,5,11,0,4,2,2,0,92,25,0,25,66,14,27,1,21,6,0,16,20
"Cell573",0,39,0,25,5,46,1,1,3,27,54,71,1,7,25,20,53,2,2,35,3,45,9,2,1,43,36,67,0,13,0,11,1,4,1,7,5,4,8,56,52,12,0,32,5,38,148,4,9,98,11,12,12,344,29,164,0,78,0,11,24,50,1,0,9,23,0,7,6,2,12,57,63,0,30,82,62,44,3,12,1,1,14,26
"Cell574",0,49,0,17,1,43,7,0,0,21,54,47,6,7,19,9,38,4,9,19,9,31,8,1,1,26,35,60,0,33,0,11,0,13,2,12,9,4,0,52,56,2,0,48,4,36,255,2,5,71,11,2,4,471,21,146,0,77,0,19,42,69,1,0,20,46,0,4,2,5,14,82,63,1,29,42,15,47,3,19,3,2,14,26
"Cell575",0,72,6,14,5,33,1,0,11,21,74,73,0,8,26,41,42,1,1,31,11,17,2,4,7,41,38,171,0,21,0,14,3,15,1,12,6,0,4,62,113,3,2,35,5,43,160,5,8,124,20,9,6,370,45,159,0,102,0,12,27,64,3,2,5,32,0,5,2,2,6,65,58,0,32,58,19,31,1,20,0,5,22,29
"Cell576",0,42,0,8,8,24,0,0,2,21,57,32,0,4,27,7,29,0,1,15,3,14,1,5,0,22,21,50,0,6,0,17,0,6,0,3,7,1,0,45,47,7,0,26,4,19,223,0,7,64,18,2,9,183,11,91,0,64,0,5,33,49,1,0,21,27,0,3,3,1,5,53,38,0,24,57,23,40,0,19,12,2,11,29
"Cell577",0,44,1,28,6,32,3,0,5,15,74,54,0,5,37,12,41,4,1,35,11,27,5,2,2,26,45,77,0,5,0,10,0,6,1,18,11,3,0,46,66,9,0,61,5,46,162,8,0,108,13,1,10,288,27,145,0,64,0,1,30,77,0,4,5,38,0,8,3,3,13,82,49,0,42,61,26,43,0,8,3,0,5,44
"Cell578",0,32,2,16,2,39,0,0,2,26,50,42,0,3,19,6,35,3,2,23,13,15,0,2,4,45,21,61,0,9,0,10,2,8,0,4,3,1,0,40,41,4,0,35,12,30,95,3,4,46,18,1,7,304,24,136,0,45,0,2,30,43,0,6,6,34,0,3,5,4,4,26,36,0,40,59,14,46,0,5,4,5,12,27
"Cell579",0,53,0,23,8,25,0,0,1,27,64,34,0,11,37,11,30,1,3,14,11,27,1,1,3,21,19,61,0,4,0,11,4,8,0,8,7,2,0,34,31,1,0,36,5,20,203,0,1,54,15,3,5,171,26,88,0,67,0,9,29,73,1,1,9,29,0,8,2,1,3,44,55,0,62,76,12,33,2,10,4,0,15,21
"Cell580",0,31,0,19,2,15,0,0,5,38,62,91,0,4,8,22,35,0,0,23,16,31,1,2,1,15,26,68,0,6,0,11,0,11,1,19,3,3,0,35,68,8,0,36,4,37,83,1,6,55,25,6,7,262,20,119,2,36,0,14,25,76,0,3,9,20,0,2,4,8,3,77,60,0,22,56,20,35,0,12,10,0,16,15
"Cell581",0,34,2,17,2,25,3,0,5,28,57,28,0,4,43,8,73,4,0,28,4,14,2,0,1,29,33,46,0,16,0,5,0,4,1,9,2,0,0,70,43,4,0,45,7,35,195,3,0,52,6,12,5,194,27,103,0,42,0,11,20,68,1,1,8,26,0,18,1,1,0,48,47,0,30,54,7,50,1,15,2,1,12,13
"Cell582",0,41,0,23,1,34,0,0,11,26,50,46,0,16,41,17,51,1,2,22,6,12,6,0,2,34,41,35,0,12,1,6,2,7,1,6,3,2,0,40,86,4,0,41,4,39,156,0,5,72,18,8,4,261,37,110,0,73,0,7,24,87,3,0,11,23,0,3,2,8,1,55,43,1,31,90,37,27,0,9,4,1,11,24
"Cell583",0,58,0,13,0,38,7,0,0,39,61,52,0,11,23,11,29,0,0,24,5,14,8,0,1,29,24,80,0,2,0,10,1,6,0,11,0,11,0,37,53,4,0,23,3,42,158,4,3,61,16,6,6,265,28,149,0,66,0,12,13,65,1,0,3,39,2,11,0,0,8,26,39,1,32,77,13,34,0,6,2,1,38,47
"Cell584",0,30,0,10,0,47,0,0,2,20,57,60,0,10,18,7,62,1,1,23,2,18,0,5,2,15,29,43,0,8,0,9,2,7,0,4,12,2,0,77,65,6,1,39,1,16,174,1,9,58,13,5,13,249,35,126,0,50,0,2,11,48,7,0,8,19,0,19,0,3,4,50,69,0,34,56,23,34,9,9,5,2,14,7
"Cell585",0,51,7,9,1,38,1,0,4,7,69,63,0,4,31,7,41,1,4,14,4,14,1,2,0,35,24,70,0,7,1,5,3,3,0,7,16,5,2,24,36,1,0,43,4,34,148,0,3,70,13,5,6,205,12,104,0,58,0,4,27,76,1,5,11,21,1,3,0,2,4,75,48,0,33,70,8,29,0,15,1,1,14,20
"Cell586",0,54,0,35,2,19,2,0,0,23,73,46,0,17,30,12,35,1,4,21,5,15,6,2,2,29,21,71,1,12,0,14,1,9,0,10,7,2,0,36,44,7,0,46,3,21,177,1,10,98,11,2,3,285,30,120,0,48,0,26,37,59,1,1,20,51,0,7,2,6,6,89,49,0,30,76,12,22,0,10,7,0,14,27
"Cell587",0,28,1,17,7,27,0,0,3,16,41,57,0,1,26,6,28,1,2,27,0,5,0,1,1,26,31,66,0,9,1,12,1,9,1,5,0,4,0,43,30,7,0,28,5,22,131,3,1,47,14,3,8,245,18,80,0,36,0,2,13,64,8,1,8,14,0,7,4,0,9,16,49,2,26,70,9,36,2,13,5,0,16,11
"Cell588",0,22,1,20,2,30,1,0,3,25,63,21,1,4,33,8,29,2,2,32,2,15,0,0,1,18,25,55,0,2,1,6,0,7,0,12,2,2,1,59,34,13,0,52,3,23,168,0,1,73,10,3,11,241,29,156,0,50,0,8,27,50,5,0,9,22,0,2,5,2,8,37,34,0,24,49,25,44,0,3,1,1,7,35
"Cell589",0,41,3,27,7,57,0,0,6,20,48,74,0,6,28,14,54,1,0,30,13,32,2,1,1,38,43,93,0,11,0,9,0,5,4,10,7,2,1,66,58,11,0,82,3,29,218,1,8,84,47,3,8,383,19,170,0,102,0,13,19,64,1,0,19,15,0,8,1,6,7,54,91,0,42,83,21,46,3,14,9,0,11,25
"Cell590",0,60,0,7,7,41,0,0,1,18,48,71,0,11,47,8,35,2,1,25,5,22,0,2,5,42,46,67,0,9,0,5,0,12,6,5,8,1,0,38,95,5,0,32,5,30,122,11,13,57,9,8,5,293,23,138,0,89,0,2,19,80,3,5,12,32,0,1,5,3,9,33,40,0,19,69,28,48,0,12,5,2,12,29
"Cell591",0,27,0,13,1,26,1,0,2,24,25,79,0,13,19,19,45,3,0,30,3,26,2,5,2,22,42,53,0,14,0,15,0,8,0,6,6,2,0,57,50,5,0,37,0,46,204,0,3,59,19,8,9,298,21,97,0,88,0,7,30,104,1,2,21,23,0,0,1,1,16,65,51,0,32,48,37,55,2,3,3,0,18,20
"Cell592",0,53,0,13,3,17,3,0,3,32,63,73,2,9,25,12,30,2,0,17,5,18,0,3,5,22,26,62,0,4,0,5,1,5,3,10,4,0,0,34,34,9,0,57,3,24,180,5,9,60,8,5,10,264,22,122,0,59,0,3,34,76,2,5,15,51,0,3,3,4,9,51,54,0,28,53,28,26,5,8,10,0,22,18
"Cell593",0,27,0,26,2,34,1,0,0,23,66,39,1,1,23,6,22,7,1,12,1,14,0,1,0,25,29,67,0,3,0,8,0,5,0,14,0,1,1,54,21,5,0,16,1,33,145,1,2,54,11,6,2,165,25,87,0,45,0,8,19,66,0,2,4,28,0,4,2,2,8,41,21,1,16,53,3,32,4,12,5,2,12,18
"Cell594",0,33,3,21,1,31,0,0,7,18,37,31,0,3,19,7,41,1,5,9,9,36,5,9,0,20,18,28,0,14,0,8,0,2,0,3,0,3,0,56,56,1,0,63,1,44,106,0,3,65,13,2,4,245,17,83,0,51,0,10,20,57,3,0,3,29,0,5,0,2,9,68,42,0,42,77,9,20,0,19,2,1,10,23
"Cell595",0,51,8,18,9,41,1,0,5,33,75,64,0,8,40,14,40,6,3,26,7,33,5,2,1,51,28,100,0,15,1,9,0,6,0,11,14,7,0,42,51,9,0,39,2,54,229,4,11,88,17,5,6,381,22,170,0,52,0,8,41,129,6,2,6,43,0,16,10,0,10,56,50,0,32,50,12,50,4,15,11,0,15,30
"Cell596",0,81,5,31,0,51,0,0,1,62,69,58,0,2,25,19,56,5,5,31,25,8,3,6,4,31,45,146,0,8,0,6,1,12,2,12,4,1,0,50,68,4,1,64,12,57,157,4,14,102,17,8,5,401,53,124,0,67,0,17,34,58,3,7,16,35,2,4,3,11,6,78,63,1,34,63,21,54,2,16,13,3,12,28
"Cell597",0,39,0,24,2,63,1,0,0,21,47,43,0,13,14,4,40,2,0,14,2,14,0,0,3,18,27,74,0,14,0,4,0,10,1,8,3,1,1,26,19,2,0,52,1,16,111,1,2,53,17,2,3,295,33,109,0,42,0,10,29,34,0,9,7,45,0,18,1,5,4,51,44,0,50,56,27,28,0,8,4,0,6,11
"Cell598",0,58,0,10,4,34,0,0,5,20,67,68,0,5,29,17,18,1,0,28,7,23,6,1,4,30,24,81,0,9,0,11,0,10,0,2,2,0,0,51,76,7,1,19,0,43,123,3,3,67,6,4,10,270,26,141,1,54,1,14,26,94,4,1,20,27,0,4,1,9,15,103,89,0,44,72,26,32,2,5,8,0,33,25
"Cell599",0,61,2,18,1,47,0,0,3,25,52,43,1,8,30,12,31,7,0,32,3,8,4,0,3,31,49,81,0,7,2,12,3,11,1,6,6,0,0,62,94,4,0,42,2,44,127,4,1,80,11,2,0,268,26,155,0,56,0,3,45,95,0,1,13,17,2,9,4,1,14,65,42,0,36,27,12,37,0,10,2,0,9,21
"Cell600",0,39,2,30,3,33,0,0,0,15,45,34,0,3,22,7,26,2,1,30,6,17,4,0,8,43,20,64,0,7,0,6,2,14,0,12,1,1,0,52,51,2,0,26,5,32,141,3,2,64,6,1,8,282,12,109,0,42,0,13,20,59,1,1,6,24,0,6,2,0,13,49,51,0,41,47,5,37,3,18,8,0,12,24
"Cell601",0,48,4,20,4,34,1,0,5,30,64,41,0,6,18,9,44,2,5,27,10,11,8,3,5,28,31,73,0,7,0,6,1,7,2,14,3,3,0,33,72,5,0,33,5,38,148,12,15,66,11,6,3,213,12,94,0,44,0,8,16,46,2,0,7,27,0,3,2,5,3,60,57,0,17,67,18,36,2,9,4,0,14,21
"Cell602",0,26,0,16,6,25,3,0,5,17,41,33,0,21,32,6,65,1,1,13,4,28,1,1,3,15,28,62,0,4,2,13,0,12,0,13,1,3,0,47,107,6,0,36,3,25,172,1,4,62,10,13,2,319,9,155,0,59,0,14,23,76,3,3,7,17,0,12,5,1,2,67,31,0,38,63,33,24,2,15,3,0,18,21
"Cell603",0,44,1,14,0,32,0,0,2,5,34,25,0,3,23,5,38,0,2,11,0,22,2,7,4,17,36,51,0,8,0,5,3,7,4,10,4,0,0,32,24,10,0,33,5,15,98,1,5,31,12,1,1,147,16,112,1,45,0,7,25,55,9,3,12,28,0,6,3,1,7,48,44,0,33,43,10,40,2,11,3,0,15,13
"Cell604",0,36,0,19,8,42,0,0,0,15,33,38,0,1,18,6,44,1,0,7,5,15,7,3,1,22,30,65,0,13,0,10,0,11,0,1,1,0,0,52,53,2,0,40,1,29,151,3,3,70,10,5,1,202,26,80,0,49,0,12,30,30,2,0,14,29,1,6,1,5,2,66,51,0,7,42,33,31,4,3,3,1,10,22
"Cell605",0,39,0,20,6,36,2,0,6,26,67,55,0,9,36,15,33,2,0,30,8,30,3,4,11,38,23,59,0,5,0,8,1,16,0,8,6,2,0,69,56,4,0,53,12,33,189,4,11,81,23,5,8,344,17,113,0,62,0,7,17,61,6,1,8,43,0,6,6,2,9,67,53,0,35,70,21,25,2,8,2,1,19,22
"Cell606",0,20,0,6,2,41,0,0,0,13,30,36,0,3,31,3,46,1,0,21,3,14,3,0,2,9,20,40,0,5,0,3,0,1,0,4,1,4,0,27,34,2,0,29,3,17,69,3,2,40,9,0,3,192,20,71,4,44,0,10,17,44,0,0,12,23,0,10,5,2,2,50,33,0,15,59,16,25,0,1,9,0,6,11
"Cell607",0,43,0,17,5,46,0,0,2,17,45,31,0,4,10,24,33,2,1,28,12,32,12,4,4,18,14,62,0,14,0,6,0,7,1,6,0,1,0,27,55,4,0,27,6,21,89,6,0,34,9,5,1,239,18,92,0,50,0,13,21,63,2,1,10,14,0,7,5,4,10,46,48,0,24,58,13,42,4,2,3,0,8,28
"Cell608",0,88,7,19,5,45,0,0,10,34,77,79,1,13,21,11,60,4,1,53,22,16,6,5,3,32,48,120,0,18,0,17,4,9,2,17,6,4,3,82,70,7,0,66,13,27,235,2,6,92,26,3,7,453,27,220,6,52,0,4,47,64,6,3,16,27,0,13,6,4,2,62,81,0,47,102,26,73,1,13,8,0,29,49
"Cell609",0,25,1,28,5,29,3,0,2,25,55,65,0,7,32,9,90,4,0,22,7,15,7,0,5,16,37,70,0,8,2,12,2,6,0,17,6,1,0,50,71,10,0,30,0,28,154,1,2,59,21,2,2,196,28,145,0,70,0,8,20,61,2,3,13,51,0,0,3,10,4,80,79,0,16,56,17,31,1,14,4,1,13,28
"Cell610",0,35,0,16,1,56,1,0,3,31,29,33,0,6,19,29,33,1,2,29,7,10,1,2,5,19,5,64,0,6,0,15,3,9,0,15,0,1,3,30,82,0,0,36,4,28,145,1,3,98,22,2,5,300,35,124,0,51,2,11,16,61,4,0,16,37,4,0,6,3,5,68,58,2,22,83,13,17,3,17,7,6,22,23
"Cell611",0,44,1,8,2,28,0,0,0,15,47,43,1,0,13,10,40,0,2,9,4,32,0,1,3,21,22,67,0,12,0,10,1,2,1,2,5,1,1,50,31,1,0,40,2,18,144,0,12,59,6,0,1,187,21,72,0,61,0,2,61,47,3,3,11,14,0,11,5,1,8,53,40,0,65,82,26,46,2,5,4,0,16,37
"Cell612",0,42,1,14,0,31,1,0,1,18,61,41,0,7,25,9,40,0,1,26,3,11,0,1,5,16,28,50,0,5,0,8,0,13,0,6,3,4,0,31,40,4,0,42,5,36,157,1,2,65,14,3,4,235,45,161,0,59,0,5,16,35,2,2,3,25,0,2,3,0,3,30,50,0,29,73,5,34,0,9,8,1,13,19
"Cell613",0,35,3,17,6,28,0,0,3,30,76,49,2,4,37,12,41,4,1,13,9,20,4,5,1,27,26,74,0,8,0,1,0,11,1,7,5,8,0,57,51,1,0,17,3,41,185,1,5,46,36,6,10,304,24,128,1,78,0,4,15,39,1,1,6,23,0,7,2,2,5,37,55,0,32,69,13,51,3,14,5,3,9,39
"Cell614",0,73,0,16,2,42,0,0,2,12,40,40,5,6,26,10,19,2,1,39,5,23,4,5,2,19,42,99,0,15,5,8,2,14,3,2,3,6,2,51,72,1,0,37,6,35,118,3,7,72,29,1,2,308,13,153,0,51,0,4,28,61,3,7,12,42,0,4,4,0,7,85,53,0,40,75,19,45,2,37,5,0,20,34
"Cell615",0,74,0,16,6,34,0,0,0,20,68,40,0,8,32,7,39,0,2,21,6,20,3,2,2,17,20,58,0,6,0,12,0,8,4,2,6,1,0,39,64,1,0,24,0,27,129,0,11,53,8,7,11,273,48,91,0,57,0,10,15,96,5,3,22,46,0,3,1,6,1,97,55,0,39,52,15,33,2,8,2,0,18,20
"Cell616",0,40,1,36,0,17,3,0,1,21,58,44,0,5,24,12,43,2,7,30,5,23,0,0,1,18,39,82,0,4,0,14,6,8,0,11,8,8,0,43,74,6,0,28,1,30,193,1,4,48,3,4,2,336,38,119,1,52,0,26,38,96,2,8,11,29,0,4,6,4,4,48,38,0,12,49,27,35,8,7,4,1,19,21
"Cell617",0,32,1,25,1,39,0,0,1,8,54,42,0,16,33,8,33,2,0,26,8,27,7,2,2,32,36,44,0,3,0,11,0,5,0,9,7,2,0,49,48,2,0,28,1,25,94,1,2,49,20,5,3,245,18,125,0,51,0,5,22,70,8,1,14,13,0,2,3,4,3,40,52,0,26,33,14,38,0,5,7,0,19,16
"Cell618",0,34,0,18,2,31,1,0,6,15,96,58,0,4,29,10,30,0,5,31,4,8,1,4,3,27,45,69,0,7,0,11,2,8,2,7,2,1,0,62,60,4,0,51,5,36,201,0,3,46,18,2,4,262,30,143,0,47,0,18,37,46,0,2,5,16,2,10,3,3,11,58,35,0,23,43,7,41,2,2,2,2,9,13
"Cell619",0,35,0,25,4,32,5,2,0,21,75,60,0,2,38,13,30,1,0,18,7,16,0,1,1,41,34,87,0,12,0,10,0,3,1,11,5,1,1,55,95,2,0,55,3,23,146,5,5,63,30,9,13,266,18,85,0,70,0,7,31,90,1,4,23,25,0,16,8,1,3,48,40,0,38,118,11,36,4,11,10,0,28,25
"Cell620",0,28,0,19,6,36,0,0,3,25,35,35,0,5,19,9,58,5,1,15,10,19,4,1,1,15,26,83,0,17,1,11,0,13,0,4,1,0,0,42,32,14,0,40,0,17,176,2,1,40,24,0,1,234,23,133,0,57,0,7,16,39,2,2,5,40,0,5,2,1,2,32,59,1,28,61,14,49,5,3,9,1,6,27
"Cell621",0,56,1,17,10,47,4,0,1,21,55,55,0,13,8,6,42,3,4,18,5,20,7,2,6,25,35,73,0,12,0,6,2,7,1,6,4,12,0,78,85,7,0,51,3,33,177,0,18,57,15,8,6,252,25,112,0,62,0,6,27,47,8,3,16,44,0,8,4,5,5,104,71,0,39,88,22,40,2,5,0,2,11,11
"Cell622",0,66,1,21,8,45,3,0,1,35,63,58,0,10,25,9,41,2,5,15,6,17,3,1,4,58,20,147,0,18,0,15,2,2,0,17,5,6,1,76,100,6,1,95,13,54,288,13,9,92,27,2,5,379,30,236,0,98,0,25,58,104,2,1,15,24,1,8,9,7,16,112,61,0,40,115,25,41,12,23,14,5,18,52
"Cell623",0,25,0,7,5,42,0,0,1,10,50,56,2,5,16,7,34,2,3,14,10,17,0,1,0,21,13,87,0,21,2,8,3,4,0,7,3,4,0,34,44,3,0,35,1,33,109,3,1,75,17,6,9,244,29,54,0,67,0,5,12,60,3,0,3,21,0,6,5,3,2,43,53,0,39,54,9,25,0,2,4,0,15,29
"Cell624",0,51,0,36,4,14,0,0,3,34,36,60,0,5,13,14,42,1,5,27,7,19,1,5,4,24,17,57,1,18,0,11,1,8,1,2,10,1,0,37,52,1,0,42,4,35,130,0,1,74,10,4,3,282,20,112,0,60,0,12,24,40,1,0,9,26,0,3,6,1,3,59,52,0,32,82,7,30,3,21,3,1,8,36
"Cell625",0,51,0,3,1,25,2,0,3,35,34,58,0,3,12,18,14,1,0,5,9,23,1,3,1,32,37,48,0,3,0,7,2,5,0,6,3,2,0,57,71,1,0,19,5,29,106,0,11,85,9,2,2,309,33,130,0,77,0,1,13,77,1,0,9,15,0,9,4,2,3,42,53,0,34,30,32,30,2,7,7,0,3,11
"Cell626",0,47,0,40,7,46,1,1,11,17,60,61,0,2,31,15,54,4,1,54,7,44,7,9,1,28,36,111,0,2,6,12,0,9,0,16,5,9,0,27,111,6,0,73,3,65,177,2,15,138,17,8,4,348,24,169,4,84,0,19,15,90,8,2,17,53,0,6,1,5,0,71,77,2,59,74,14,38,3,10,6,0,20,45
"Cell627",0,26,0,18,9,31,0,0,2,21,25,34,0,4,35,7,18,4,0,11,10,29,3,3,1,25,13,59,0,2,0,9,0,2,0,5,4,1,0,34,35,2,0,40,6,25,144,0,5,64,14,11,8,262,31,101,0,36,0,2,21,66,3,0,6,42,2,4,5,1,11,43,20,0,22,39,8,35,4,5,8,0,19,13
"Cell628",0,46,2,19,1,48,2,0,0,26,53,30,1,21,31,10,44,0,4,19,1,15,8,4,1,29,34,73,0,3,0,17,3,4,0,4,4,5,0,34,30,3,1,18,3,31,99,0,1,79,13,6,2,168,18,73,0,55,0,8,21,80,1,1,8,25,0,0,7,1,1,37,54,0,16,46,7,26,2,7,3,1,17,21
"Cell629",0,67,3,26,6,30,0,6,6,17,61,35,0,1,30,13,26,1,5,10,6,22,6,3,1,40,37,65,0,14,2,8,3,3,0,4,5,0,0,62,47,6,1,44,6,26,171,1,3,70,11,5,6,335,36,168,0,59,0,13,35,61,0,4,12,15,0,10,3,1,11,81,68,0,30,65,22,48,6,19,3,1,13,17
"Cell630",0,40,3,9,6,24,2,0,5,18,62,47,1,2,24,14,27,0,1,30,7,21,9,2,1,39,37,78,0,9,0,14,2,6,3,16,3,0,0,36,89,6,1,38,2,28,146,4,5,69,13,9,4,295,49,110,0,59,0,5,28,66,0,1,11,23,0,7,3,4,3,104,44,0,41,46,11,38,5,10,4,7,27,49
"Cell631",0,39,0,8,3,29,0,0,0,15,51,63,0,11,11,8,32,1,2,27,2,18,1,0,3,20,10,67,0,7,1,6,2,12,0,1,0,0,0,34,44,3,0,12,1,26,179,16,4,30,16,0,3,232,24,54,0,47,0,11,17,43,7,2,6,25,0,3,6,8,11,68,39,0,38,50,11,31,2,3,5,1,16,26
"Cell632",0,48,0,12,8,37,9,2,2,14,72,32,0,43,16,46,12,7,4,3,6,1,3,0,22,2,11,134,0,6,0,30,2,15,0,12,7,5,1,129,22,6,0,12,9,44,140,1,5,30,43,16,26,93,4,54,0,16,0,10,26,41,10,2,4,34,0,10,34,3,10,34,5,0,204,21,0,46,0,13,4,0,15,29
"Cell633",0,45,0,10,3,27,0,0,3,29,50,29,1,6,26,15,39,3,1,27,5,17,1,3,0,24,12,33,0,9,0,19,0,1,0,4,0,1,1,22,80,3,0,57,2,14,118,1,13,41,16,5,0,206,13,101,0,33,0,8,25,90,8,0,14,10,0,12,3,3,0,55,29,1,22,66,11,59,3,12,2,0,19,29
"Cell634",0,76,0,14,1,32,1,0,4,34,55,35,7,3,21,11,47,1,7,26,11,44,4,0,2,17,34,33,0,5,2,14,0,2,0,7,4,1,0,44,51,6,1,35,8,26,153,5,2,64,20,5,1,194,31,110,0,72,0,21,31,79,2,2,5,24,0,9,0,2,4,101,24,0,29,44,24,37,0,4,3,1,20,26
"Cell635",0,34,1,3,3,29,0,0,2,20,35,40,0,2,22,11,28,4,1,23,1,19,9,7,1,23,47,60,0,1,0,9,1,3,0,2,0,2,0,44,45,9,0,43,9,16,96,2,4,51,7,4,4,239,38,112,0,39,0,14,21,56,0,1,4,25,0,1,5,2,6,62,68,0,40,69,10,27,1,11,8,0,16,12
"Cell636",0,16,1,13,1,26,3,0,0,13,33,47,0,13,17,7,27,2,6,27,3,10,1,4,3,23,29,47,0,13,0,9,2,11,0,7,4,1,0,51,59,7,0,38,10,39,160,2,5,68,8,2,25,263,40,122,1,60,0,0,21,71,10,8,14,33,0,3,2,0,3,58,47,0,12,39,22,34,1,2,2,4,8,37
"Cell637",0,53,1,26,1,28,0,0,5,28,56,87,1,9,39,9,34,1,5,31,14,25,0,2,2,26,49,85,0,15,0,14,1,8,0,5,9,4,0,80,74,2,1,66,2,53,167,1,4,67,15,0,5,331,21,148,0,49,0,7,39,55,0,2,17,33,0,14,2,6,13,78,73,5,62,89,15,50,0,6,13,0,13,20
"Cell638",0,56,3,16,2,61,0,1,3,40,64,77,0,6,34,6,69,2,5,24,20,33,1,9,0,43,32,104,0,21,0,16,0,7,0,6,5,2,0,58,71,8,0,35,4,49,269,3,18,86,25,6,9,425,37,130,0,95,0,10,42,95,2,1,7,52,0,4,5,17,15,76,68,0,39,104,38,45,0,21,2,2,26,47
"Cell639",0,51,2,13,6,30,0,0,2,26,52,68,0,8,24,10,43,0,0,17,0,9,1,2,0,19,15,18,0,3,0,5,0,5,0,16,4,2,0,35,57,6,0,32,7,33,90,3,3,47,10,6,21,199,22,107,0,56,0,4,27,52,4,3,7,10,0,1,15,1,1,75,47,0,41,65,45,17,1,12,2,0,6,16
"Cell640",0,52,2,15,3,22,0,0,1,14,96,55,0,4,15,19,43,3,1,34,12,20,5,0,3,27,30,77,0,8,0,3,4,2,1,9,3,1,0,63,55,7,1,40,1,27,198,1,9,70,13,4,7,356,35,141,0,56,0,10,35,79,2,4,3,20,3,9,2,9,7,69,54,2,34,108,30,49,2,6,6,0,7,26
"Cell641",0,31,0,24,3,38,4,0,5,26,43,56,2,5,13,4,27,1,0,22,26,12,0,6,4,13,24,45,0,4,0,8,2,3,6,5,2,6,0,32,47,3,0,36,3,23,181,3,3,88,8,3,2,265,26,94,0,53,0,15,22,51,0,4,4,30,1,8,4,3,5,51,34,0,24,53,17,32,0,15,1,1,14,17
"Cell642",0,28,0,22,1,34,0,0,4,15,42,39,0,2,22,9,39,0,3,13,6,18,1,5,1,31,37,89,0,13,0,7,2,3,3,13,4,0,0,55,47,4,0,44,10,29,194,3,3,53,16,6,2,279,24,141,0,41,0,8,23,64,2,1,12,27,0,8,9,3,4,88,75,0,33,64,14,34,0,7,4,6,21,29
